Jul.Day YYYY/MM/DD Wdy USD/XAU USD/XAG USD/XPT USD/CAD USD/EUR USD/JPY USD/GBP USD/CHF USD/AUD USD/HKD USD/NZD USD/KRW USD/MXN
2454348 2007/09/04 Tue 678.75 12.0950 1270.00 0.95274 1.3605 0.0086042 2.0110 0.82584 0.82422 0.12829 0.69855 0.00106517 0.090673
2454349 2007/09/05 Wed 680.25 12.2150 1273.00 0.95166 1.3669 0.0086839 2.0221 0.83165 0.82432 0.12832 0.68986 0.00106585 0.090188
2454350 2007/09/06 Thu 688.15 12.2450 1281.00 0.94940 1.3697 0.0086708 2.0240 0.83272 0.82749 0.12842 0.69154 0.00106522 0.090449
2454351 2007/09/07 Fri 701.00 12.5700 1289.00 0.94823 1.3772 0.0088052 2.0284 0.84155 0.82590 0.12841 0.68879 0.00106581 0.089873
2454354 2007/09/10 Mon 703.50 12.5600 1292.00 0.94940 1.3793 0.0088151 2.0285 0.84316 0.82379 0.12859 0.69353 0.00106427 0.089709
2454355 2007/09/11 Tue 704.15 12.5700 1292.00 0.95868 1.3837 0.0087738 2.0318 0.84277 0.83089 0.12842 0.70156 0.00106797 0.090030
2454356 2007/09/12 Wed 706.00 12.6600 1299.00 0.96423 1.3904 0.0087533 2.0315 0.84428 0.83994 0.12840 0.71382 0.00107222 0.090348
2454357 2007/09/13 Thu 704.50 12.4700 1297.00 0.96843 1.3884 0.0086674 2.0275 0.84224 0.83934 0.12838 0.71693 0.00107399 0.090296
2454358 2007/09/14 Fri 716.35 12.5000 1294.00 0.97153 1.3848 0.0086719 2.0066 0.83931 0.84154 0.12841 0.71252 0.00107743 0.090003
2454361 2007/09/17 Mon 725.50 12.5900 1298.00 0.97012 1.3860 0.0087020 1.9918 0.84196 0.83285 0.12841 0.70421 0.00107683 0.089697
2454362 2007/09/18 Tue 714.75 12.9600 1300.00 0.97694 1.3869 0.0086391 1.9973 0.84095 0.83627 0.12839 0.70985 0.00107757 0.090133
2454363 2007/09/19 Wed 725.15 12.9950 1306.00 0.98551 1.3950 0.0086065 1.9983 0.84360 0.85562 0.12845 0.73283 0.00107914 0.091003
2454364 2007/09/20 Thu 734.50 13.1700 1323.00 0.99840 1.4092 0.0087570 2.0131 0.85473 0.86401 0.12849 0.74261 0.00108327 0.091184
2454365 2007/09/21 Fri 737.00 13.4700 1332.00 0.99910 1.4075 0.0086502 2.0207 0.85203 0.86472 0.12848 0.74143 0.00108602 0.091338
2454368 2007/09/24 Mon 730.00 13.6200 1331.00 0.99880 1.4085 0.0086995 2.0222 0.85178 0.86666 0.12864 0.74501 0.00108570 0.091420
2454369 2007/09/25 Tue 728.40 13.2800 1333.00 0.99900 1.4128 0.0087333 2.0168 0.85604 0.86903 0.12873 0.73916 0.00108591 0.091388
2454370 2007/09/26 Wed 734.75 13.4400 1348.00 0.99522 1.4125 0.0086445 2.0158 0.85390 0.87480 0.12875 0.74443 0.00108579 0.091511
2454371 2007/09/27 Thu 731.75 13.5100 1350.00 0.99691 1.4137 0.0086393 2.0239 0.85206 0.87758 0.12887 0.74788 0.00108663 0.091517
2454372 2007/09/28 Fri 743.00 13.6500 1377.00 1.00371 1.4219 0.0086971 2.0388 0.85666 0.88547 0.12871 0.75669 0.00109304 0.091468
2454375 2007/10/01 Mon 742.50 13.7750 1377.00 1.00695 1.4227 0.0086265 2.0434 0.85591 0.89296 0.12871 0.76589 0.00109455 0.091633
2454376 2007/10/02 Tue 731.00 13.2800 1359.00 0.99960 1.4163 0.0086326 2.0417 0.85106 0.88445 0.12882 0.76060 0.00109456 0.091664
2454377 2007/10/03 Wed 730.25 13.3500 1359.00 1.00392 1.4131 0.0085665 2.0368 0.84811 0.88807 0.12888 0.76007 0.00109427 0.091969
2454378 2007/10/04 Thu 725.50 13.2200 1357.00 1.00170 1.4126 0.0085755 2.0391 0.85085 0.88821 0.12888 0.75508 0.00109085 0.091816
2454379 2007/10/05 Fri 737.00 13.4350 1364.00 1.01916 1.4153 0.0085589 2.0435 0.85038 0.89971 0.12893 0.76264 0.00109152 0.092172
2454383 2007/10/09 Tue 736.00 13.2100 1367.00 1.01564 1.4091 0.0085466 2.0329 0.84461 0.89742 0.12886 0.76214 0.00108877 0.092342
2454384 2007/10/10 Wed 741.25 13.6200 1389.00 1.01895 1.4155 0.0085337 2.0432 0.84685 0.89912 0.12893 0.76360 0.00109130 0.092245
2454385 2007/10/11 Thu 749.00 13.6700 1395.00 1.02638 1.4228 0.0084953 2.0341 0.84738 0.90424 0.12894 0.77358 0.00109002 0.092487
2454386 2007/10/12 Fri 749.50 13.7900 1416.00 1.02680 1.4167 0.0085101 2.0339 0.84362 0.90420 0.12896 0.77513 0.00108943 0.092381
2454389 2007/10/15 Mon 758.85 13.9500 1426.00 1.02480 1.4216 0.0085202 2.0419 0.84761 0.90111 0.12897 0.76522 0.00109039 0.092509
2454390 2007/10/16 Tue 756.75 13.6600 1410.00 1.02260 1.4164 0.0085745 2.0325 0.84518 0.88588 0.12896 0.74506 0.00109009 0.092259
2454391 2007/10/17 Wed 762.50 13.6000 1421.00 1.02701 1.4209 0.0085735 2.0386 0.84626 0.89422 0.12896 0.75331 0.00108863 0.092462
2454392 2007/10/18 Thu 764.50 13.6800 1446.00 1.02733 1.4290 0.0086481 2.0456 0.85484 0.89440 0.12901 0.75262 0.00109000 0.092460
2454393 2007/10/19 Fri 763.00 13.8300 1452.00 1.03756 1.4263 0.0086844 2.0484 0.85329 0.89323 0.12902 0.75171 0.00109151 0.092633
2454396 2007/10/22 Mon 751.25 13.3500 1431.00 1.01926 1.4137 0.0087656 2.0277 0.84894 0.87840 0.12902 0.74090 0.00109061 0.092263
2454397 2007/10/23 Tue 758.25 13.5700 1447.00 1.03370 1.4249 0.0087213 2.0494 0.85270 0.89415 0.12902 0.75253 0.00108952 0.092341
2454398 2007/10/24 Wed 757.50 13.4400 1437.00 1.02965 1.4236 0.0087757 2.0489 0.85286 0.89960 0.12901 0.75123 0.00108937 0.092225
2454399 2007/10/25 Thu 767.50 13.7250 1447.00 1.03370 1.4299 0.0087648 2.0485 0.85673 0.90583 0.12903 0.76070 0.00109055 0.092258
2454400 2007/10/26 Fri 779.15 14.0700 1454.00 1.03961 1.4389 0.0087712 2.0514 0.85996 0.91621 0.12902 0.76495 0.00109991 0.092920
2454403 2007/10/29 Mon 788.50 14.4100 1457.00 1.04734 1.4403 0.0087191 2.0608 0.85809 0.92124 0.12901 0.76812 0.00110285 0.093339
2454404 2007/10/30 Tue 783.25 14.1750 1443.00 1.04877 1.4425 0.0087153 2.0670 0.86093 0.91852 0.12903 0.76623 0.00110226 0.093299
2454405 2007/10/31 Wed 789.35 14.3200 1440.00 1.05274 1.4467 0.0086746 2.0775 0.86282 0.92694 0.12902 0.76913 0.00110222 0.093431
2454406 2007/11/01 Thu 790.25 14.3600 1443.00 1.05274 1.4434 0.0087041 2.0819 0.86230 0.91841 0.12891 0.76261 0.00110643 0.093747
2454407 2007/11/02 Fri 796.50 14.3200 1439.00 1.06849 1.4480 0.0087146 2.0818 0.86633 0.91773 0.12890 0.76098 0.00110268 0.093450
2454410 2007/11/05 Mon 804.75 14.4900 1458.00 1.07078 1.4468 0.0087312 2.0798 0.86680 0.91958 0.12880 0.76689 0.00110183 0.093190
2454411 2007/11/06 Tue 822.50 14.9600 1472.00 1.08167 1.4555 0.0087312 2.0858 0.87302 0.92526 0.12881 0.77588 0.00110114 0.093434
2454412 2007/11/07 Wed 834.50 15.8200 1470.00 1.09051 1.4665 0.0088277 2.1042 0.88200 0.93697 0.12878 0.78375 0.00110360 0.093141
2454413 2007/11/08 Thu 841.10 15.3600 1462.00 1.07458 1.4691 0.0088771 2.1105 0.88761 0.92651 0.12876 0.77628 0.00110144 0.092446
2454414 2007/11/09 Fri 831.50 15.1500 1434.00 1.06485 1.4664 0.0090161 2.0912 0.89032 0.91428 0.12850 0.76680 0.00110318 0.091886
2454418 2007/11/13 Tue 804.25 14.6750 1415.00 1.03702 1.4599 0.0090646 2.0728 0.88852 0.88935 0.12842 0.75422 0.00108887 0.091807
2454419 2007/11/14 Wed 813.50 14.9700 1440.00 1.04091 1.4670 0.0089768 2.0584 0.89102 0.90008 0.12838 0.76465 0.00109504 0.091965
2454420 2007/11/15 Thu 794.00 14.8200 1423.00 1.01958 1.4639 0.0090263 2.0477 0.89081 0.89213 0.12842 0.75816 0.00109197 0.091569
2454421 2007/11/16 Fri 789.75 14.4500 0.0 1.02785 1.4651 0.0090050 2.0480 0.89515 0.89074 0.12849 0.75557 0.00109055 0.091489
2454424 2007/11/19 Mon 778.85 14.5200 1455.00 1.01657 1.4660 0.0090861 2.0478 0.89580 0.88340 0.12850 0.75450 0.00108773 0.090963
2454425 2007/11/20 Tue 795.50 14.3600 1460.00 1.01523 1.4786 0.0090863 2.0650 0.90091 0.88731 0.12854 0.76213 0.00108427 0.091239
2454426 2007/11/21 Wed 798.00 14.5500 1468.00 1.01061 1.4827 0.0092127 2.0582 0.90601 0.86953 0.12852 0.75038 0.00107630 0.090894
2454427 2007/11/22 Thu 803.25 14.5200 1468.00 1.01564 1.4848 0.0092169 2.0600 0.90778 0.86979 0.12852 0.75066 0.00107150 0.091072
2454428 2007/11/23 Fri 815.25 14.5500 1475.00 1.01174 1.4825 0.0092443 2.0563 0.90693 0.87425 0.12855 0.75567 0.00107447 0.091117
2454431 2007/11/26 Mon 830.00 14.8850 1475.00 1.01245 1.4860 0.0092447 2.0678 0.90867 0.87780 0.12846 0.75539 0.00107623 0.091009
2454432 2007/11/27 Tue 810.75 14.6500 1456.00 1.00351 1.4816 0.0092032 2.0654 0.90456 0.87426 0.12847 0.75765 0.00107576 0.091109
2454433 2007/11/28 Wed 801.75 14.2750 1420.00 1.00929 1.4749 0.0090574 2.0689 0.89393 0.88151 0.12847 0.77029 0.00107388 0.091452
2454434 2007/11/29 Thu 794.50 14.3800 1440.00 1.00715 1.4766 0.0090955 2.0642 0.89485 0.88277 0.12839 0.77208 0.00107664 0.091419
2454435 2007/11/30 Fri 783.50 14.2300 1440.00 0.99920 1.4688 0.0090068 2.0566 0.88590 0.88469 0.12841 0.76669 0.00108513 0.091727
2454438 2007/12/03 Mon 784.25 13.8600 1450.00 0.99950 1.4657 0.0090545 2.0657 0.88566 0.88266 0.12840 0.76652 0.00108146 0.091675
2454439 2007/12/04 Tue 797.50 14.2500 1464.00 0.98971 1.4759 0.0091172 2.0575 0.89509 0.87243 0.12835 0.76217 0.00108373 0.091677
2454440 2007/12/05 Wed 793.00 14.3400 1468.00 0.98707 1.4665 0.0090198 2.0287 0.88896 0.87099 0.12829 0.76833 0.00108281 0.092133
2454441 2007/12/06 Thu 801.50 14.0600 1460.00 0.98775 1.4638 0.0090034 2.0288 0.88681 0.87287 0.12831 0.77291 0.00108455 0.092276
2454442 2007/12/07 Fri 792.50 14.4400 1458.00 0.99473 1.4663 0.0089505 2.0288 0.88521 0.88063 0.12830 0.77927 0.00108823 0.092470
2454445 2007/12/10 Mon 809.50 14.3800 1463.00 0.98981 1.4713 0.0089607 2.0455 0.88676 0.88281 0.12826 0.77917 0.00108285 0.092428
2454446 2007/12/11 Tue 808.75 14.6150 1462.00 0.98931 1.4701 0.0089454 2.0385 0.88247 0.88652 0.12825 0.78275 0.00108231 0.092580
2454447 2007/12/12 Wed 814.00 14.6350 1474.00 0.98941 1.4702 0.0088998 2.0495 0.88057 0.88572 0.12823 0.78965 0.00107945 0.092490
2454448 2007/12/13 Thu 800.70 14.6100 1477.00 0.97876 1.4590 0.0089077 2.0392 0.87462 0.87442 0.12826 0.78174 0.00108153 0.092326
2454449 2007/12/14 Fri 789.50 14.0100 1462.00 0.98648 1.4432 0.0088211 2.0195 0.86683 0.86199 0.12822 0.76739 0.00107527 0.092404
2454452 2007/12/17 Mon 790.75 13.7450 1482.00 0.99275 1.4368 0.0088335 2.0169 0.86777 0.85685 0.12824 0.75350 0.00107118 0.092137
2454453 2007/12/18 Tue 804.25 13.9700 1510.00 0.98961 1.4392 0.0088362 2.0140 0.86739 0.85572 0.12816 0.75111 0.00106482 0.092083
2454454 2007/12/19 Wed 799.75 13.9800 1510.00 0.99443 1.4343 0.0088136 1.9931 0.86476 0.85660 0.12819 0.75487 0.00106404 0.092203
2454455 2007/12/20 Thu 795.25 13.9700 1514.00 1.00170 1.4341 0.0088520 1.9820 0.86476 0.85766 0.12818 0.75588 0.00105980 0.092247
2454456 2007/12/21 Fri 810.50 14.2900 1516.00 1.00563 1.4360 0.0087751 1.9831 0.86454 0.86514 0.12819 0.76458 0.00106295 0.092397
2454459 2007/12/24 Mon 0.0 0.0 0.0 1.01307 1.4408 0.0087368 1.9773 0.86435 0.87043 0.12811 0.76699 0.00106474 0.092473
2454462 2007/12/27 Thu 829.00 14.6700 1544.00 1.01926 1.4601 0.0087707 1.9905 0.87646 0.87727 0.12818 0.76985 0.00106309 0.091998
2454463 2007/12/28 Fri 0.0 0.0 0.0 1.02197 1.4715 0.0088544 1.9929 0.88707 0.87378 0.12813 0.77250 0.00106796 0.091753
2454466 2007/12/31 Mon 0.0 14.7600 0.0 1.01204 1.4602 0.0089505 1.9836 0.88250 0.87744 0.12823 0.76763 0.00106871 0.091580
2454468 2008/01/02 Wed 846.75 14.9300 1541.00 1.00735 1.4738 0.0091145 1.9823 0.89483 0.88113 0.12803 0.77294 0.00106779 0.091719
2454469 2008/01/03 Thu 858.85 15.3800 1535.00 1.00959 1.4734 0.0091247 1.9733 0.89833 0.88198 0.12812 0.77405 0.00106815 0.091963
2454470 2008/01/04 Fri 855.00 15.2750 1545.00 1.00090 1.4786 0.0092263 1.9754 0.90371 0.87608 0.12820 0.77090 0.00106596 0.091513
2454473 2008/01/07 Mon 859.25 15.2400 1531.00 0.99493 1.4680 0.0091653 1.9701 0.89473 0.87116 0.12817 0.76629 0.00106358 0.091593
2454474 2008/01/08 Tue 873.50 15.4850 1543.00 1.00140 1.4717 0.0091488 1.9730 0.89766 0.88113 0.12817 0.77158 0.00106449 0.091849
2454475 2008/01/09 Wed 877.00 16.0000 1550.00 0.99157 1.4662 0.0091403 1.9563 0.89668 0.87992 0.12811 0.77115 0.00106495 0.091115
2454476 2008/01/10 Thu 884.25 15.2750 1538.00 0.98629 1.4740 0.0091419 1.9564 0.90335 0.88894 0.12814 0.78154 0.00106618 0.091251
2454477 2008/01/11 Fri 891.00 16.0600 1565.00 0.98049 1.4787 0.0091646 1.9590 0.90685 0.89263 0.12812 0.78449 0.00106677 0.091548
2454480 2008/01/14 Mon 902.00 16.5000 1577.00 0.97934 1.4876 0.0092429 1.9583 0.91490 0.89795 0.12814 0.78993 0.00106650 0.091627
2454481 2008/01/15 Tue 913.00 16.2400 1575.00 0.98338 1.4841 0.0093402 1.9669 0.91592 0.88740 0.12822 0.78071 0.00106894 0.091582
2454482 2008/01/16 Wed 889.75 15.8500 1561.00 0.97666 1.4643 0.0093222 1.9637 0.90839 0.87812 0.12820 0.76971 0.00106358 0.091425
2454483 2008/01/17 Thu 888.25 15.8880 1564.00 0.97153 1.4689 0.0093452 1.9743 0.90955 0.88274 0.12813 0.76907 0.00105800 0.091402
2454484 2008/01/18 Fri 882.00 15.8250 1560.00 0.97134 1.4616 0.0093608 1.9527 0.90850 0.87586 0.12808 0.75755 0.00106071 0.091413
2454487 2008/01/21 Mon 871.25 15.7700 1547.00 0.96862 1.4440 0.0094402 1.9448 0.90139 0.86256 0.12799 0.74758 0.00105385 0.091079
2454488 2008/01/22 Tue 875.00 15.5700 1538.00 0.97532 1.4606 0.0093689 1.9577 0.91027 0.86814 0.12805 0.76377 0.00104847 0.091505
2454489 2008/01/23 Wed 888.50 15.9500 1546.00 0.97220 1.4573 0.0094818 1.9513 0.91755 0.86545 0.12808 0.75851 0.00104900 0.091299
2454490 2008/01/24 Thu 909.25 16.3500 1591.00 0.99285 1.4736 0.0093725 1.9732 0.91998 0.87887 0.12804 0.77333 0.00105341 0.091789
2454491 2008/01/25 Fri 918.25 16.5300 1681.00 0.99562 1.4672 0.0093180 1.9800 0.91010 0.88152 0.12808 0.77031 0.00105635 0.091975
2454494 2008/01/28 Mon 921.75 16.4400 1693.00 0.99562 1.4789 0.0093757 1.9857 0.91926 0.88321 0.12807 0.77479 0.00105237 0.091966
2454495 2008/01/29 Tue 924.50 16.7500 1690.00 1.00231 1.4767 0.0093385 1.9855 0.91401 0.88945 0.12812 0.77819 0.00105944 0.092243
2454496 2008/01/30 Wed 919.00 16.7600 1686.00 1.00634 1.4781 0.0093237 1.9879 0.91506 0.88930 0.12816 0.78132 0.00105867 0.092311
2454497 2008/01/31 Thu 923.25 16.7400 1731.00 0.99781 1.4840 0.0093684 1.9894 0.92217 0.89673 0.12826 0.78837 0.00105967 0.092427
2454498 2008/02/01 Fri 914.75 17.1900 1755.00 1.00573 1.4850 0.0094066 1.9686 0.92406 0.90334 0.12825 0.79463 0.00105903 0.092487
2454501 2008/02/04 Mon 893.75 16.7000 1786.00 1.00695 1.4832 0.0093686 1.9776 0.91794 0.90907 0.12820 0.79468 0.00106032 0.092649
2454502 2008/02/05 Tue 887.50 16.1500 1768.00 0.99572 1.4638 0.0093498 1.9625 0.90859 0.89963 0.12823 0.78503 0.00105944 0.092373
2454503 2008/02/06 Wed 903.00 16.4800 1813.00 0.99741 1.4646 0.0093676 1.9601 0.91093 0.89827 0.12819 0.78516 0.00106224 0.092449
2454504 2008/02/07 Thu 899.75 16.7000 1827.00 0.98863 1.4494 0.0093604 1.9420 0.90479 0.89411 0.12819 0.79001 0.00106179 0.092625
2454505 2008/02/08 Fri 916.25 16.9500 1860.00 1.00090 1.4502 0.0093174 1.9472 0.90591 0.89431 0.12819 0.78801 0.00106195 0.092954
2454508 2008/02/11 Mon 918.00 17.3700 1924.00 0.99830 1.4504 0.0093760 1.9484 0.90716 0.90267 0.12825 0.78806 0.00105820 0.092812
2454509 2008/02/12 Tue 917.00 17.4600 1937.00 1.00371 1.4592 0.0093064 1.9621 0.90836 0.90574 0.12824 0.79424 0.00105791 0.093033
2454510 2008/02/13 Wed 899.00 16.9800 1907.00 1.00050 1.4568 0.0092457 1.9618 0.90295 0.89334 0.12820 0.78269 0.00105753 0.093016
2454511 2008/02/14 Thu 906.00 17.2600 1981.00 1.00301 1.4636 0.0092628 1.9708 0.91043 0.90331 0.12821 0.78947 0.00105818 0.093050
2454512 2008/02/15 Fri 912.00 17.3800 2060.00 0.99840 1.4674 0.0092882 1.9613 0.91634 0.90675 0.12819 0.78874 0.00105831 0.092921
2454515 2008/02/18 Mon 903.25 17.0100 2179.00 0.99295 1.4647 0.0092444 1.9508 0.90627 0.91312 0.12821 0.79496 0.00105749 0.093168
2454516 2008/02/19 Tue 924.00 17.2500 2145.00 0.98425 1.4741 0.0093012 1.9511 0.91477 0.92027 0.12818 0.79911 0.00105906 0.093061
2454517 2008/02/20 Wed 920.00 17.4200 2073.00 0.98135 1.4662 0.0092610 1.9403 0.90883 0.91462 0.12819 0.79441 0.00105692 0.092601
2454518 2008/02/21 Thu 945.00 17.9800 2180.00 0.99138 1.4811 0.0092932 1.9616 0.91593 0.92059 0.12822 0.80063 0.00105482 0.092604
2454519 2008/02/22 Fri 943.00 17.9400 2155.00 0.98464 1.4824 0.0093452 1.9667 0.92103 0.92044 0.12825 0.80593 0.00105455 0.092793
2454522 2008/02/25 Mon 937.75 18.0600 2144.00 1.00200 1.4822 0.0092685 1.9675 0.92003 0.92314 0.12825 0.80801 0.00105611 0.092655
2454523 2008/02/26 Tue 937.00 18.1200 2123.00 1.01430 1.4889 0.0092829 1.9746 0.92170 0.92910 0.12831 0.81256 0.00105589 0.093164
2454524 2008/02/27 Wed 959.50 19.3300 2140.00 1.02270 1.5131 0.0094007 1.9922 0.93996 0.94181 0.12846 0.81734 0.00106259 0.093137
2454525 2008/02/28 Thu 959.75 19.2400 2131.00 1.02891 1.5172 0.0094650 1.9880 0.94937 0.94619 0.12849 0.81459 0.00106801 0.093641
2454526 2008/02/29 Fri 971.50 19.6200 2150.00 1.02062 1.5187 0.0095979 1.9862 0.95826 0.93693 0.12852 0.80241 0.00106451 0.093223
2454529 2008/03/03 Mon 988.50 20.1600 2174.00 1.01317 1.5194 0.0096565 1.9848 0.95856 0.94083 0.12846 0.80668 0.00105572 0.093455
2454530 2008/03/04 Tue 984.75 20.3200 2273.00 1.00442 1.5210 0.0097389 1.9852 0.96575 0.92266 0.12848 0.79731 0.00105565 0.093301
2454531 2008/03/05 Wed 974.50 19.4800 2189.00 1.01031 1.5281 0.0096151 1.9938 0.96485 0.93171 0.12837 0.80016 0.00105476 0.093434
2454532 2008/03/06 Thu 976.50 20.8000 2230.00 1.01543 1.5355 0.0096974 2.0072 0.97167 0.93166 0.12839 0.80026 0.00105300 0.092872
2454533 2008/03/07 Fri 972.50 20.2200 2082.00 1.00857 1.5332 0.0097367 2.0127 0.97509 0.92819 0.12844 0.79405 0.00104387 0.092214
2454536 2008/03/10 Mon 969.25 19.5700 1947.00 1.00241 1.5370 0.0098216 2.0165 0.98126 0.91750 0.12838 0.79070 0.00103649 0.092152
2454537 2008/03/11 Tue 970.00 20.2500 2055.00 1.00472 1.5327 0.0097217 2.0038 0.97147 0.92484 0.12840 0.79936 0.00103084 0.092575
2454538 2008/03/12 Wed 975.50 19.7000 2051.00 1.01041 1.5494 0.0097667 2.0209 0.97868 0.93210 0.12841 0.80631 0.00102961 0.092756
2454539 2008/03/13 Thu 995.00 20.7900 2100.00 1.01605 1.5582 0.0099421 2.0311 0.98831 0.94107 0.12844 0.81324 0.00101808 0.092776
2454540 2008/03/14 Fri 1003.50 20.4100 2107.00 1.01317 1.5605 0.0099787 2.0292 0.99290 0.93738 0.12848 0.81469 0.00100304 0.092928
2454543 2008/03/17 Mon 1011.25 20.9200 1995.00 1.00220 1.5765 0.0103227 2.0014 1.01433 0.91812 0.12879 0.79915 0.00097615 0.092744
2454544 2008/03/18 Tue 1006.75 20.3800 1998.00 1.00624 1.5784 0.0101832 2.0216 1.01006 0.92705 0.12869 0.80912 0.00099014 0.093309
2454545 2008/03/19 Wed 958.50 19.8800 1890.00 0.99721 1.5641 0.0100618 1.9857 0.99920 0.92122 0.12866 0.80345 0.00098923 0.093478
2454546 2008/03/20 Thu 925.75 17.5300 1823.00 0.97381 1.5415 0.0101178 1.9823 0.98939 0.89590 0.12857 0.78781 0.00099036 0.093251
2454550 2008/03/24 Mon 0.0 0.0 0.0 0.98010 1.5391 0.0099187 1.9851 0.97736 0.90610 0.12855 0.79663 0.00100265 0.093717
2454551 2008/03/25 Tue 926.75 17.5750 1954.00 0.98261 1.5595 0.0099931 1.9997 0.99125 0.91343 0.12856 0.80358 0.00102486 0.093613
2454552 2008/03/26 Wed 946.75 18.0700 1983.00 0.98232 1.5760 0.0100884 2.0017 1.00432 0.91955 0.12849 0.80314 0.00101375 0.093526
2454553 2008/03/27 Thu 946.75 18.2000 2002.00 0.98551 1.5798 0.0100128 2.0095 1.00680 0.91997 0.12851 0.80379 0.00101212 0.093496
2454554 2008/03/28 Fri 934.25 18.3600 1990.00 0.98222 1.5761 0.0100285 1.9892 1.00196 0.91867 0.12852 0.79776 0.00100678 0.093508
2454557 2008/03/31 Mon 933.50 17.9900 2040.00 0.97286 1.5803 0.0100107 1.9853 1.00788 0.91312 0.12849 0.78587 0.00100983 0.094075
2454558 2008/04/01 Tue 887.75 16.7400 1918.00 0.97371 1.5614 0.0098247 1.9772 0.98929 0.90643 0.12842 0.78101 0.00101655 0.094333
2454559 2008/04/02 Wed 890.00 16.8900 1927.00 0.98261 1.5618 0.0097307 1.9826 0.98536 0.91333 0.12840 0.79031 0.00102584 0.094763
2454560 2008/04/03 Thu 896.50 17.1500 1975.00 0.99187 1.5668 0.0097848 1.9961 0.99187 0.91510 0.12835 0.78625 0.00102559 0.094634
2454561 2008/04/04 Fri 905.50 17.4500 1989.00 0.99098 1.5735 0.0098266 1.9944 0.99475 0.92131 0.12835 0.78813 0.00102666 0.094639
2454564 2008/04/07 Mon 926.50 17.9600 2034.00 0.98912 1.5712 0.0097419 1.9855 0.98576 0.92720 0.12836 0.79664 0.00102572 0.094886
2454565 2008/04/08 Tue 915.00 18.0000 2004.00 0.98522 1.5704 0.0097507 1.9688 0.98601 0.92778 0.12841 0.79665 0.00102463 0.094680
2454566 2008/04/09 Wed 917.00 17.4900 1997.00 0.98097 1.5802 0.0098195 1.9722 0.99804 0.92839 0.12836 0.79605 0.00102413 0.094722
2454567 2008/04/10 Thu 928.00 18.3200 2123.00 0.98242 1.5744 0.0098340 1.9742 0.99489 0.93222 0.12843 0.79841 0.00102466 0.094793
2454568 2008/04/11 Fri 927.75 17.9500 2123.00 0.97895 1.5796 0.0098874 1.9705 0.99834 0.92883 0.12839 0.79373 0.00102496 0.094998
2454571 2008/04/14 Mon 926.50 17.4500 1955.00 0.97962 1.5826 0.0099138 1.9816 1.00245 0.92271 0.12835 0.78723 0.00102077 0.095425
2454572 2008/04/15 Tue 929.75 17.8600 1990.00 0.98222 1.5802 0.0098713 1.9626 0.99804 0.92437 0.12832 0.78401 0.00101365 0.095373
2454573 2008/04/16 Wed 945.00 18.0700 2024.00 0.99751 1.5978 0.0098614 1.9753 1.00209 0.93955 0.12830 0.79092 0.00101047 0.095581
2454574 2008/04/17 Thu 946.00 18.5600 2048.00 0.98883 1.5923 0.0097814 1.9908 0.99733 0.93691 0.12834 0.78819 0.00100761 0.095422
2454575 2008/04/18 Fri 908.75 18.1800 2026.00 0.99167 1.5741 0.0095637 1.9962 0.97530 0.92939 0.12830 0.78699 0.00099960 0.095587
2454578 2008/04/21 Mon 918.50 17.8600 2034.00 0.99344 1.5882 0.0096721 1.9812 0.98798 0.94169 0.12831 0.79326 0.00100238 0.095003
2454579 2008/04/22 Tue 918.00 17.5600 1985.00 0.99671 1.6010 0.0097348 1.9991 0.99960 0.94568 0.12832 0.79776 0.00100269 0.095086
2454580 2008/04/23 Wed 898.50 17.5500 2004.00 0.98087 1.5896 0.0096567 1.9784 0.98548 0.94860 0.12826 0.79872 0.00100932 0.095291
2454581 2008/04/24 Thu 895.50 17.0900 1994.00 0.98697 1.5666 0.0095963 1.9716 0.96694 0.93920 0.12835 0.78879 0.00100375 0.095638
2454582 2008/04/25 Fri 891.50 16.6800 1951.00 0.98386 1.5633 0.0095986 1.9832 0.96744 0.93300 0.12835 0.78227 0.00100453 0.095533
2454585 2008/04/28 Mon 890.50 16.9400 1964.00 0.98425 1.5647 0.0095867 1.9906 0.96723 0.93937 0.12837 0.78661 0.00100295 0.095748
2454586 2008/04/29 Tue 880.00 16.7800 1950.00 0.98707 1.5604 0.0096703 1.9745 0.96811 0.93475 0.12833 0.77603 0.00099793 0.094936
2454587 2008/04/30 Wed 871.00 16.4700 1929.00 0.99059 1.5566 0.0095661 1.9845 0.95948 0.94185 0.12829 0.78088 0.00099455 0.095136
2454588 2008/05/01 Thu 853.00 16.6400 1886.00 0.98145 1.5458 0.0096113 1.9749 0.95417 0.93375 0.12831 0.77702 0.00099519 0.095328
2454589 2008/05/02 Fri 853.50 16.1900 1878.00 0.98203 1.5431 0.0094932 1.9754 0.94668 0.93646 0.12828 0.78228 0.00099087 0.095620
2454592 2008/05/05 Mon 0.0 0.0 0.0 0.98765 1.5491 0.0095121 1.9678 0.94865 0.94529 0.12829 0.78558 0.00099160 0.095476
2454593 2008/05/06 Tue 880.00 16.7000 1940.00 0.99651 1.5543 0.0095615 1.9744 0.95336 0.94798 0.12831 0.79143 0.00098455 0.095316
2454594 2008/05/07 Wed 868.25 16.6900 1930.00 0.99790 1.5370 0.0094961 1.9522 0.94491 0.94242 0.12830 0.78236 0.00097096 0.094860
