Jul.Day YYYY/MM/DD Wdy USD/XAU USD/XAG USD/XPT USD/CAD USD/EUR USD/JPY USD/GBP USD/CHF USD/AUD USD/HKD USD/NZD USD/KRW USD/MXN
2454351 2007/09/07 Fri 701.00 12.570 1289.0 0.94823 1.3772 0.0088052 2.0284 0.84155 0.82590 0.12841 0.68879 0.0010658 0.089873
2454354 2007/09/10 Mon 703.50 12.560 1292.0 0.94940 1.3793 0.0088151 2.0285 0.84316 0.82379 0.12859 0.69353 0.0010643 0.089709
2454355 2007/09/11 Tue 704.15 12.570 1292.0 0.95868 1.3837 0.0087738 2.0318 0.84277 0.83089 0.12842 0.70156 0.0010680 0.090030
2454356 2007/09/12 Wed 706.00 12.660 1299.0 0.96423 1.3904 0.0087533 2.0315 0.84428 0.83994 0.12840 0.71382 0.0010722 0.090348
2454357 2007/09/13 Thu 704.50 12.470 1297.0 0.96843 1.3884 0.0086674 2.0275 0.84224 0.83934 0.12838 0.71693 0.0010740 0.090296
2454358 2007/09/14 Fri 716.35 12.500 1294.0 0.97153 1.3848 0.0086719 2.0066 0.83931 0.84154 0.12841 0.71252 0.0010774 0.090003
2454361 2007/09/17 Mon 725.50 12.590 1298.0 0.97012 1.3860 0.0087020 1.9918 0.84196 0.83285 0.12841 0.70421 0.0010768 0.089697
2454362 2007/09/18 Tue 714.75 12.960 1300.0 0.97694 1.3869 0.0086391 1.9973 0.84095 0.83627 0.12839 0.70985 0.0010776 0.090133
2454363 2007/09/19 Wed 725.15 12.995 1306.0 0.98551 1.3950 0.0086065 1.9983 0.84360 0.85562 0.12845 0.73283 0.0010791 0.091003
2454364 2007/09/20 Thu 734.50 13.170 1323.0 0.99840 1.4092 0.0087570 2.0131 0.85473 0.86401 0.12849 0.74261 0.0010833 0.091184
2454365 2007/09/21 Fri 737.00 13.470 1332.0 0.99910 1.4075 0.0086502 2.0207 0.85203 0.86472 0.12848 0.74143 0.0010860 0.091338
2454368 2007/09/24 Mon 730.00 13.620 1331.0 0.99880 1.4085 0.0086995 2.0222 0.85178 0.86666 0.12864 0.74501 0.0010857 0.091420
2454369 2007/09/25 Tue 728.40 13.280 1333.0 0.99900 1.4128 0.0087333 2.0168 0.85604 0.86903 0.12873 0.73916 0.0010859 0.091388
2454370 2007/09/26 Wed 734.75 13.440 1348.0 0.99522 1.4125 0.0086445 2.0158 0.85390 0.87480 0.12875 0.74443 0.0010858 0.091511
2454371 2007/09/27 Thu 731.75 13.510 1350.0 0.99691 1.4137 0.0086393 2.0239 0.85206 0.87758 0.12887 0.74788 0.0010866 0.091517
2454372 2007/09/28 Fri 743.00 13.650 1377.0 1.00371 1.4219 0.0086971 2.0388 0.85666 0.88547 0.12871 0.75669 0.0010930 0.091468
2454375 2007/10/01 Mon 742.50 13.775 1377.0 1.00695 1.4227 0.0086265 2.0434 0.85591 0.89296 0.12871 0.76589 0.0010946 0.091633
2454376 2007/10/02 Tue 731.00 13.280 1359.0 0.99960 1.4163 0.0086326 2.0417 0.85106 0.88445 0.12882 0.76060 0.0010946 0.091664
2454377 2007/10/03 Wed 730.25 13.350 1359.0 1.00392 1.4131 0.0085665 2.0368 0.84811 0.88807 0.12888 0.76007 0.0010943 0.091969
2454378 2007/10/04 Thu 725.50 13.220 1357.0 1.00170 1.4126 0.0085755 2.0391 0.85085 0.88821 0.12888 0.75508 0.0010909 0.091816
2454379 2007/10/05 Fri 737.00 13.435 1364.0 1.01916 1.4153 0.0085589 2.0435 0.85038 0.89971 0.12893 0.76264 0.0010915 0.092172
2454383 2007/10/09 Tue 736.00 13.210 1367.0 1.01564 1.4091 0.0085466 2.0329 0.84461 0.89742 0.12886 0.76214 0.0010888 0.092342
2454384 2007/10/10 Wed 741.25 13.620 1389.0 1.01895 1.4155 0.0085337 2.0432 0.84685 0.89912 0.12893 0.76360 0.0010913 0.092245
2454385 2007/10/11 Thu 749.00 13.670 1395.0 1.02638 1.4228 0.0084953 2.0341 0.84738 0.90424 0.12894 0.77358 0.0010900 0.092487
2454386 2007/10/12 Fri 749.50 13.790 1416.0 1.02680 1.4167 0.0085101 2.0339 0.84362 0.90420 0.12896 0.77513 0.0010894 0.092381
2454389 2007/10/15 Mon 758.85 13.950 1426.0 1.02480 1.4216 0.0085202 2.0419 0.84761 0.90111 0.12897 0.76522 0.0010904 0.092509
2454390 2007/10/16 Tue 756.75 13.660 1410.0 1.02260 1.4164 0.0085745 2.0325 0.84518 0.88588 0.12896 0.74506 0.0010901 0.092259
2454391 2007/10/17 Wed 762.50 13.600 1421.0 1.02701 1.4209 0.0085735 2.0386 0.84626 0.89422 0.12896 0.75331 0.0010886 0.092462
2454392 2007/10/18 Thu 764.50 13.680 1446.0 1.02733 1.4290 0.0086481 2.0456 0.85484 0.89440 0.12901 0.75262 0.0010900 0.092460
2454393 2007/10/19 Fri 763.00 13.830 1452.0 1.03756 1.4263 0.0086844 2.0484 0.85329 0.89323 0.12902 0.75171 0.0010915 0.092633
2454396 2007/10/22 Mon 751.25 13.350 1431.0 1.01926 1.4137 0.0087656 2.0277 0.84894 0.87840 0.12902 0.74090 0.0010906 0.092263
2454397 2007/10/23 Tue 758.25 13.570 1447.0 1.03370 1.4249 0.0087213 2.0494 0.85270 0.89415 0.12902 0.75253 0.0010895 0.092341
2454398 2007/10/24 Wed 757.50 13.440 1437.0 1.02965 1.4236 0.0087757 2.0489 0.85286 0.89960 0.12901 0.75123 0.0010894 0.092225
2454399 2007/10/25 Thu 767.50 13.725 1447.0 1.03370 1.4299 0.0087648 2.0485 0.85673 0.90583 0.12903 0.76070 0.0010906 0.092258
2454400 2007/10/26 Fri 779.15 14.070 1454.0 1.03961 1.4389 0.0087712 2.0514 0.85996 0.91621 0.12902 0.76495 0.0010999 0.092920
2454403 2007/10/29 Mon 788.50 14.410 1457.0 1.04734 1.4403 0.0087191 2.0608 0.85809 0.92124 0.12901 0.76812 0.0011028 0.093339
2454404 2007/10/30 Tue 783.25 14.175 1443.0 1.04877 1.4425 0.0087153 2.0670 0.86093 0.91852 0.12903 0.76623 0.0011023 0.093299
2454405 2007/10/31 Wed 789.35 14.320 1440.0 1.05274 1.4467 0.0086746 2.0775 0.86282 0.92694 0.12902 0.76913 0.0011022 0.093431
2454406 2007/11/01 Thu 790.25 14.360 1443.0 1.05274 1.4434 0.0087041 2.0819 0.86230 0.91841 0.12891 0.76261 0.0011064 0.093747
2454407 2007/11/02 Fri 796.50 14.320 1439.0 1.06849 1.4480 0.0087146 2.0818 0.86633 0.91773 0.12890 0.76098 0.0011027 0.093450
2454410 2007/11/05 Mon 804.75 14.490 1458.0 1.07078 1.4468 0.0087312 2.0798 0.86680 0.91958 0.12880 0.76689 0.0011018 0.093190
2454411 2007/11/06 Tue 822.50 14.960 1472.0 1.08167 1.4555 0.0087312 2.0858 0.87302 0.92526 0.12881 0.77588 0.0011011 0.093434
2454412 2007/11/07 Wed 834.50 15.820 1470.0 1.09051 1.4665 0.0088277 2.1042 0.88200 0.93697 0.12878 0.78375 0.0011036 0.093141
2454413 2007/11/08 Thu 841.10 15.360 1462.0 1.07458 1.4691 0.0088771 2.1105 0.88761 0.92651 0.12876 0.77628 0.0011014 0.092446
2454414 2007/11/09 Fri 831.50 15.150 1434.0 1.06485 1.4664 0.0090161 2.0912 0.89032 0.91428 0.12850 0.76680 0.0011032 0.091886
2454418 2007/11/13 Tue 804.25 14.675 1415.0 1.03702 1.4599 0.0090646 2.0728 0.88852 0.88935 0.12842 0.75422 0.0010889 0.091807
2454419 2007/11/14 Wed 813.50 14.970 1440.0 1.04091 1.4670 0.0089768 2.0584 0.89102 0.90008 0.12838 0.76465 0.0010950 0.091965
2454420 2007/11/15 Thu 794.00 14.820 1423.0 1.01958 1.4639 0.0090263 2.0477 0.89081 0.89213 0.12842 0.75816 0.0010920 0.091569
2454421 2007/11/16 Fri 789.75 14.450 0.0 1.02785 1.4651 0.0090050 2.0480 0.89515 0.89074 0.12849 0.75557 0.0010905 0.091489
2454424 2007/11/19 Mon 778.85 14.520 1455.0 1.01657 1.4660 0.0090861 2.0478 0.89580 0.88340 0.12850 0.75450 0.0010877 0.090963
2454425 2007/11/20 Tue 795.50 14.360 1460.0 1.01523 1.4786 0.0090863 2.0650 0.90091 0.88731 0.12854 0.76213 0.0010843 0.091239
2454426 2007/11/21 Wed 798.00 14.550 1468.0 1.01061 1.4827 0.0092127 2.0582 0.90601 0.86953 0.12852 0.75038 0.0010763 0.090894
2454427 2007/11/22 Thu 803.25 14.520 1468.0 1.01564 1.4848 0.0092169 2.0600 0.90778 0.86979 0.12852 0.75066 0.0010715 0.091072
2454428 2007/11/23 Fri 815.25 14.550 1475.0 1.01174 1.4825 0.0092443 2.0563 0.90693 0.87425 0.12855 0.75567 0.0010745 0.091117
2454431 2007/11/26 Mon 830.00 14.885 1475.0 1.01245 1.4860 0.0092447 2.0678 0.90867 0.87780 0.12846 0.75539 0.0010762 0.091009
2454432 2007/11/27 Tue 810.75 14.650 1456.0 1.00351 1.4816 0.0092032 2.0654 0.90456 0.87426 0.12847 0.75765 0.0010758 0.091109
2454433 2007/11/28 Wed 801.75 14.275 1420.0 1.00929 1.4749 0.0090574 2.0689 0.89393 0.88151 0.12847 0.77029 0.0010739 0.091452
2454434 2007/11/29 Thu 794.50 14.380 1440.0 1.00715 1.4766 0.0090955 2.0642 0.89485 0.88277 0.12839 0.77208 0.0010766 0.091419
2454435 2007/11/30 Fri 783.50 14.230 1440.0 0.99920 1.4688 0.0090068 2.0566 0.88590 0.88469 0.12841 0.76669 0.0010851 0.091727
2454438 2007/12/03 Mon 784.25 13.860 1450.0 0.99950 1.4657 0.0090545 2.0657 0.88566 0.88266 0.12840 0.76652 0.0010815 0.091675
2454439 2007/12/04 Tue 797.50 14.250 1464.0 0.98971 1.4759 0.0091172 2.0575 0.89509 0.87243 0.12835 0.76217 0.0010837 0.091677
2454440 2007/12/05 Wed 793.00 14.340 1468.0 0.98707 1.4665 0.0090198 2.0287 0.88896 0.87099 0.12829 0.76833 0.0010828 0.092133
2454441 2007/12/06 Thu 801.50 14.060 1460.0 0.98775 1.4638 0.0090034 2.0288 0.88681 0.87287 0.12831 0.77291 0.0010846 0.092276
2454442 2007/12/07 Fri 792.50 14.440 1458.0 0.99473 1.4663 0.0089505 2.0288 0.88521 0.88063 0.12830 0.77927 0.0010882 0.092470
2454445 2007/12/10 Mon 809.50 14.380 1463.0 0.98981 1.4713 0.0089607 2.0455 0.88676 0.88281 0.12826 0.77917 0.0010828 0.092428
2454446 2007/12/11 Tue 808.75 14.615 1462.0 0.98931 1.4701 0.0089454 2.0385 0.88247 0.88652 0.12825 0.78275 0.0010823 0.092580
2454447 2007/12/12 Wed 814.00 14.635 1474.0 0.98941 1.4702 0.0088998 2.0495 0.88057 0.88572 0.12823 0.78965 0.0010794 0.092490
2454448 2007/12/13 Thu 800.70 14.610 1477.0 0.97876 1.4590 0.0089077 2.0392 0.87462 0.87442 0.12826 0.78174 0.0010815 0.092326
2454449 2007/12/14 Fri 789.50 14.010 1462.0 0.98648 1.4432 0.0088211 2.0195 0.86683 0.86199 0.12822 0.76739 0.0010753 0.092404
2454452 2007/12/17 Mon 790.75 13.745 1482.0 0.99275 1.4368 0.0088335 2.0169 0.86777 0.85685 0.12824 0.75350 0.0010712 0.092137
2454453 2007/12/18 Tue 804.25 13.970 1510.0 0.98961 1.4392 0.0088362 2.0140 0.86739 0.85572 0.12816 0.75111 0.0010648 0.092083
2454454 2007/12/19 Wed 799.75 13.980 1510.0 0.99443 1.4343 0.0088136 1.9931 0.86476 0.85660 0.12819 0.75487 0.0010640 0.092203
2454455 2007/12/20 Thu 795.25 13.970 1514.0 1.00170 1.4341 0.0088520 1.9820 0.86476 0.85766 0.12818 0.75588 0.0010598 0.092247
2454456 2007/12/21 Fri 810.50 14.290 1516.0 1.00563 1.4360 0.0087751 1.9831 0.86454 0.86514 0.12819 0.76458 0.0010630 0.092397
2454459 2007/12/24 Mon 0.0 0.0 0.0 1.01307 1.4408 0.0087368 1.9773 0.86435 0.87043 0.12811 0.76699 0.0010647 0.092473
2454462 2007/12/27 Thu 829.00 14.670 1544.0 1.01926 1.4601 0.0087707 1.9905 0.87646 0.87727 0.12818 0.76985 0.0010631 0.091998
2454463 2007/12/28 Fri 0.0 0.0 0.0 1.02197 1.4715 0.0088544 1.9929 0.88707 0.87378 0.12813 0.77250 0.0010680 0.091753
2454466 2007/12/31 Mon 0.0 14.760 0.0 1.01204 1.4602 0.0089505 1.9836 0.88250 0.87744 0.12823 0.76763 0.0010687 0.091580
